A,Y,W,Z,X_race,X_sex
20.0,2.309560706730471,17.0,16.0,1,1
10.0,1.4469189829363254,3.0,6.0,2,2
12.0,1.667706820558076,3.0,12.0,2,2
16.0,2.8284963541780774,12.0,16.0,2,1
13.0,1.7457155307266483,9.0,10.0,1,2
15.0,1.8718021769015913,12.0,14.0,1,1
13.0,2.7555697170701863,12.0,12.0,1,1
12.0,2.0399207835175526,7.0,12.0,1,1
12.0,3.0740812399649675,7.0,4.0,1,1
9.0,1.6094379124341003,12.0,12.0,1,1
20.0,1.7884205679625405,19.0,20.0,1,1
16.0,2.9564715596006885,16.0,16.0,1,1
12.0,1.791759469228055,12.0,12.0,2,1
16.0,2.302585092994046,11.0,15.0,2,1
15.0,2.0693912058263346,11.0,12.0,2,1
18.0,2.4203681286504293,9.0,6.0,1,2
15.0,2.2648832258100344,9.0,12.0,1,2
16.0,2.485739636091892,9.0,16.0,1,1
18.0,2.3115448343655176,12.0,5.0,2,2
12.0,1.7173950539391927,11.0,11.0,2,2
8.0,2.0149030205422647,4.0,11.0,1,1
14.0,2.485739636091892,6.0,13.0,1,2
13.0,2.570319527636131,8.0,15.0,1,1
12.0,2.2905125117597764,7.0,5.0,1,2
15.0,2.580974118534234,14.0,14.0,2,2
16.0,2.532902848056256,17.0,19.0,1,2
16.0,3.1467351470905185,16.0,17.0,1,1
18.0,1.6094379124341003,16.0,18.0,1,2
14.0,2.803360380906535,16.0,8.0,2,2
12.0,1.5686159179138452,12.0,12.0,2,2
12.0,2.302585092994046,12.0,12.0,2,1
13.0,1.890095369948917,13.0,12.0,2,1
12.0,1.55814461804655,12.0,12.0,2,2
14.0,2.5257286443082556,19.0,13.0,2,2
15.0,1.7173950539391927,19.0,5.0,2,2
12.0,1.3862943611198906,19.0,17.0,2,1
12.0,2.5649493574615367,12.0,4.0,2,1
12.0,0.8415671856782185,0.0,12.0,2,2
12.0,2.9412760877579323,10.0,12.0,2,1
12.0,2.0399207835175526,12.0,12.0,2,1
12.0,1.8718021769015913,12.0,12.0,2,1
16.0,1.9974177062012453,12.0,9.0,2,2
11.0,1.3480731482996928,11.0,11.0,2,2
12.0,2.1102132003465894,12.0,7.0,2,1
13.0,2.766319109226186,7.0,12.0,2,2
14.0,1.9878743481543455,7.0,8.0,2,2
12.0,1.6582280766035324,10.0,13.0,2,2
12.0,2.169053700369523,4.0,16.0,2,1
13.0,2.2731562823032334,4.0,12.0,2,2
12.0,1.4929040961781488,12.0,10.0,2,2
14.0,2.935451342669061,12.0,12.0,2,2
17.0,1.4469189829363254,12.0,14.0,2,1
12.0,1.900613874140137,11.0,10.0,2,2
13.0,2.225704048658088,11.0,12.0,2,2
12.0,1.4701758451005926,9.0,3.0,2,2
12.0,2.1400661634962708,12.0,15.0,2,1
14.0,1.4469189829363254,12.0,14.0,2,1
14.0,1.9878743481543455,12.0,16.0,2,2
13.0,2.0294631718735947,12.0,13.0,2,2
12.0,1.6094379124341003,12.0,14.0,2,1
11.0,1.4701758451005926,11.0,12.0,2,2
12.0,1.3532545070416904,13.0,16.0,2,2
14.0,1.8531680973566984,11.0,14.0,1,2
12.0,1.5040773967762742,12.0,9.0,2,2
15.0,2.0794415416798357,11.0,14.0,2,1
14.0,2.7638002162067017,11.0,1.0,2,2
15.0,2.2407096892759584,4.0,8.0,2,2
14.0,2.341805806147327,4.0,12.0,2,2
16.0,2.510411940196362,4.0,12.0,2,1
16.0,1.9740810260220096,11.0,15.0,2,2
17.0,2.0001277349601105,11.0,16.0,2,2
14.0,1.6094379124341003,8.0,5.0,2,2
13.0,2.3978952727983707,8.0,14.0,2,1
16.0,2.5649493574615367,8.0,16.0,2,1
17.0,3.068052935133617,12.0,16.0,2,1
12.0,2.0794415416798357,7.0,8.0,2,1
12.0,1.6094379124341003,7.0,15.0,2,2
16.0,2.7936160894318567,12.0,5.0,2,2
12.0,-0.5447271754416722,10.0,12.0,2,2
12.0,1.9459101490553132,10.0,15.0,2,1
12.0,1.6094379124341003,9.0,12.0,2,1
12.0,1.6094379124341003,9.0,14.0,2,1
15.0,3.2188758248682006,17.0,12.0,1,1
14.0,2.5610957881455465,16.0,13.0,1,1
18.0,2.9564715596006885,16.0,16.0,1,1
17.0,3.1307001339644756,16.0,19.0,1,1
17.0,1.1755733298042381,0.0,12.0,1,1
14.0,1.536867219599265,12.0,14.0,1,1
16.0,1.199964782928397,6.0,14.0,1,1
14.0,2.4655539212721855,16.0,8.0,1,2
16.0,2.9564715596006885,12.0,0.0,2,1
17.0,2.4203681286504293,18.0,7.0,2,2
18.0,2.551006451492524,9.0,16.0,1,2
12.0,2.401525040848949,12.0,13.0,1,2
12.0,1.7833912195575383,0.0,11.0,1,2
12.0,2.0681277817795625,9.0,8.0,1,1
12.0,2.3804716316511167,10.0,12.0,1,2
12.0,2.280339484046726,0.0,12.0,1,1
14.0,1.9740810260220096,11.0,12.0,2,2
12.0,2.1610215286722587,6.0,0.0,2,2
16.0,2.668616131856803,9.0,14.0,2,1
12.0,1.6094379124341003,11.0,11.0,2,2
7.0,2.0794415416798357,11.0,0.0,2,1
12.0,1.791759469228055,12.0,9.0,2,2
12.0,1.8718021769015913,12.0,12.0,2,1
13.0,2.2300144001592104,3.0,11.0,2,2
12.0,1.8702625307159986,12.0,12.0,2,2
10.0,1.791759469228055,12.0,11.0,2,2
14.0,2.2300144001592104,7.0,0.0,1,2
12.0,2.3427668826268775,11.0,7.0,1,1
13.0,2.4527277514237653,5.0,16.0,1,2
12.0,2.1400661634962708,9.0,12.0,2,2
12.0,2.302585092994046,10.0,9.0,1,2
12.0,1.4469189829363254,9.0,8.0,1,2
12.0,2.485739636091892,8.0,9.0,1,2
13.0,1.4469189829363254,14.0,18.0,2,1
14.0,1.927164106234258,12.0,7.0,2,2
12.0,1.5686159179138452,12.0,8.0,2,2
13.0,2.005525858729668,11.0,12.0,2,2
12.0,1.6882490928583902,11.0,5.0,2,2
14.0,2.563409711275944,14.0,4.0,2,1
15.0,2.402430427963762,12.0,16.0,2,1
12.0,2.122261538862764,12.0,4.0,2,2
12.0,1.5686159179138452,12.0,12.0,2,1
12.0,2.302585092994046,12.0,12.0,2,1
12.0,1.536867219599265,8.0,3.0,1,2
10.0,1.6582280766035324,5.0,6.0,1,1
12.0,2.3580197998821464,9.0,12.0,1,1
10.0,1.6094379124341003,9.0,11.0,1,1
12.0,2.6195832197798796,12.0,11.0,1,1
12.0,2.4527277514237653,13.0,12.0,1,1
12.0,1.9416152247724325,12.0,12.0,1,2
12.0,1.7227665977411035,12.0,0.0,1,1
14.0,2.080690761080268,12.0,1.0,1,2
12.0,2.347558458636777,9.0,12.0,1,2
18.0,3.1793030497483774,12.0,12.0,1,1
18.0,2.0955609235597192,12.0,14.0,1,1
16.0,2.738902664584975,12.0,14.0,2,1
14.0,1.4469189829363254,14.0,14.0,2,2
13.0,2.6152036507358583,14.0,12.0,1,1
12.0,2.157559320943788,0.0,12.0,1,1
12.0,2.485739636091892,12.0,12.0,1,2
15.0,2.0215475632609334,12.0,4.0,2,2
13.0,2.4849066497880004,4.0,7.0,1,2
12.0,1.1631508098056809,4.0,13.0,1,2
12.0,2.485739636091892,4.0,10.0,1,1
14.0,2.7485521444115397,12.0,2.0,2,2
12.0,2.1972245773362196,5.0,14.0,1,1
14.0,2.4168062370840686,4.0,14.0,1,1
12.0,1.5040773967762742,12.0,6.0,1,2
12.0,2.134166441369082,8.0,12.0,1,1
11.0,-4.605170185988091,8.0,6.0,1,1
12.0,1.6582280766035324,10.0,13.0,1,2
10.0,2.405141681319138,0.0,15.0,1,1
12.0,2.1162555148025524,3.0,6.0,1,1
12.0,2.372111155642656,3.0,12.0,1,1
13.0,2.5257286443082556,11.0,9.0,1,2
12.0,2.0215475632609334,11.0,14.0,1,2
13.0,2.1656192379208883,8.0,10.0,1,1
12.0,2.1400661634962708,12.0,11.0,1,1
12.0,1.890095369948917,8.0,12.0,1,2
12.0,2.209372711271867,0.0,12.0,1,1
14.0,2.0082140323914683,3.0,14.0,1,2
5.0,1.0188473201992472,3.0,12.0,1,2
9.0,1.673351238177753,0.0,0.0,1,1
6.0,1.713797927758343,0.0,12.0,1,1
20.0,3.1463051320333655,10.0,15.0,1,2
14.0,1.791759469228055,3.0,18.0,2,2
12.0,2.1004689088719113,3.0,10.0,1,2
11.0,2.5257286443082556,4.0,12.0,1,1
12.0,2.0241930674493576,2.0,13.0,1,2
10.0,2.2267833795777636,2.0,12.0,1,1
15.0,1.925707441737794,6.0,6.0,1,2
12.0,2.3702437414678603,16.0,3.0,1,2
11.0,2.2300144001592104,12.0,12.0,1,1
12.0,2.8021475244813256,12.0,12.0,1,2
16.0,3.028683373693677,12.0,16.0,1,2
16.0,3.657130755799356,12.0,14.0,2,2
13.0,1.0986122886681098,8.0,11.0,1,2
11.0,3.2188758248682006,0.0,15.0,1,1
14.0,1.9416152247724325,12.0,14.0,1,2
15.0,2.510411940196362,12.0,12.0,1,2
10.0,2.1701959049483,12.0,11.0,1,2
12.0,2.70805020110221,15.0,12.0,1,1
12.0,1.791759469228055,12.0,12.0,1,1
15.0,2.6354795082673745,6.0,15.0,2,2
16.0,1.4469189829363254,12.0,13.0,1,2
13.0,1.6094379124341003,12.0,10.0,1,2
14.0,2.4849066497880004,11.0,13.0,2,1
16.0,3.073618812211062,12.0,1.0,2,2
16.0,3.1161784266298582,18.0,3.0,2,2
16.0,2.1102132003465894,17.0,12.0,2,2
16.0,2.822568654544802,14.0,5.0,2,1
16.0,2.6210388241125804,12.0,14.0,2,1
13.0,1.9501867058225735,12.0,12.0,2,2
13.0,-1.0788096613719298,12.0,9.0,2,2
13.0,1.791759469228055,12.0,12.0,2,1
6.0,1.6094379124341003,0.0,10.0,1,2
11.0,1.55814461804655,4.0,4.0,1,2
14.0,1.7227665977411035,2.0,12.0,1,1
10.0,2.1972245773362196,16.0,16.0,1,1
19.0,2.8881470628740535,16.0,16.0,2,1
4.0,1.3862943611198906,0.0,2.0,1,2
13.0,2.174751721484161,0.0,12.0,1,1
12.0,2.4849066497880004,6.0,11.0,1,1
15.0,2.833213344056216,3.0,14.0,1,1
6.0,2.2823823856765264,6.0,12.0,1,1
10.0,2.8160073426073025,6.0,3.0,1,1
4.0,1.8164520818184267,0.0,5.0,1,2
14.0,2.8780742300857587,6.0,14.0,1,1
14.0,2.548663615590751,3.0,13.0,1,2
3.0,2.178155014615869,4.0,0.0,1,1
15.0,2.3513752571634776,12.0,12.0,1,1
18.0,2.8587664184808337,6.0,14.0,1,2
13.0,2.710048203764883,4.0,11.0,1,2
10.0,2.1400661634962708,10.0,12.0,1,1
8.0,1.9459101490553132,1.0,10.0,1,1
12.0,2.0794415416798357,8.0,12.0,1,2
16.0,1.8325814637483102,6.0,16.0,1,2
20.0,2.3427668826268775,1.0,8.0,1,2
13.0,2.5649493574615367,12.0,12.0,2,1
12.0,1.7047480922384253,5.0,15.0,1,2
12.0,1.7047480922384253,10.0,3.0,2,2
16.0,2.9156062290747062,14.0,20.0,1,1
17.0,2.551006451492524,10.0,1.0,1,1
12.0,2.0215475632609334,12.0,8.0,1,2
12.0,-4.605170185988091,9.0,8.0,1,2
11.0,2.7549337870010606,12.0,12.0,1,1
14.0,2.2648832258100344,6.0,14.0,1,2
16.0,2.822568654544802,8.0,16.0,1,2
12.0,2.355177543113216,8.0,6.0,1,1
16.0,2.9564715596006885,7.0,13.0,1,1
18.0,2.4449523342809676,3.0,16.0,1,1
13.0,4.851248708584797,12.0,0.0,2,1
12.0,1.8961194845522977,11.0,13.0,1,1
12.0,2.510411940196362,11.0,3.0,1,2
12.0,3.367295829986474,10.0,14.0,1,1
15.0,2.6347624053323777,5.0,0.0,1,1
12.0,2.302585092994046,3.0,9.0,1,1
12.0,3.4011973816621555,11.0,12.0,1,1
14.0,2.437115985951652,8.0,7.0,1,2
12.0,2.0215475632609334,12.0,12.0,1,2
14.0,2.3617969526258915,8.0,8.0,1,2
7.0,2.4849066497880004,1.0,6.0,1,1
11.0,1.8718021769015913,4.0,5.0,1,2
12.0,2.5952547069568657,3.0,14.0,1,2
4.0,2.8610573702273894,0.0,5.0,1,1
15.0,1.9416152247724325,12.0,15.0,2,2
12.0,2.5257286443082556,12.0,14.0,1,2
12.0,2.733067964077498,6.0,12.0,1,2
11.0,2.8414149131696336,12.0,12.0,1,1
12.0,1.4929040961781488,6.0,4.0,1,1
12.0,1.791759469228055,12.0,12.0,1,1
12.0,2.391511302188447,12.0,14.0,2,2
16.0,2.995732273553991,12.0,8.0,2,2
19.0,2.432735777459091,10.0,14.0,1,2
13.0,2.2289385528257473,15.0,13.0,1,2
16.0,1.998773638612381,14.0,13.0,1,1
16.0,3.453789831781326,12.0,18.0,1,2
15.0,4.532814523795951,12.0,19.0,1,2
12.0,2.833213344056216,12.0,12.0,1,1
11.0,3.624340932976365,15.0,12.0,1,1
3.0,1.791759469228055,4.0,5.0,1,1
12.0,2.302585092994046,6.0,12.0,1,1
13.0,2.5494451709255714,16.0,14.0,1,2
18.0,3.242592351485517,16.0,18.0,1,2
14.0,2.169053700369523,14.0,13.0,1,1
13.0,2.9311937524164198,14.0,12.0,2,1
12.0,2.5257286443082556,8.0,12.0,2,1
12.0,2.6390573296152584,12.0,12.0,1,2
12.0,3.056356895370426,12.0,12.0,2,1
12.0,1.8164520818184267,12.0,12.0,2,1
6.0,0.6097655716208943,0.0,12.0,1,2
16.0,2.9564715596006885,12.0,14.0,1,2
9.0,2.4932054526026954,3.0,9.0,1,1
13.0,2.1114245875328868,6.0,12.0,1,2
12.0,2.7343675094195836,12.0,10.0,1,2
12.0,2.2512917986064953,3.0,12.0,1,1
12.0,2.797281334830153,9.0,11.0,1,1
14.0,1.713797927758343,11.0,9.0,1,2
12.0,2.4078456036515385,9.0,11.0,1,2
9.0,1.3862943611198906,9.0,11.0,1,2
12.0,2.277267285009756,6.0,6.0,1,1
10.0,2.2874714551839976,6.0,6.0,1,1
3.0,-0.07257069283483537,0.0,9.0,1,2
17.0,2.437115985951652,12.0,14.0,1,2
16.0,2.772588722239781,13.0,20.0,1,1
13.0,3.584906863730958,6.0,17.0,1,1
16.0,1.4469189829363254,3.0,3.0,1,1
15.0,1.9065751436566365,3.0,14.0,1,2
12.0,2.740840023925201,12.0,15.0,1,1
6.0,1.2669476034873244,3.0,12.0,1,2
8.0,1.8484548129046001,6.0,8.0,1,1
7.0,2.0215475632609334,0.0,7.0,1,2
12.0,2.2874714551839976,7.0,11.0,1,1
12.0,2.214846178686039,7.0,3.0,1,2
15.0,1.791759469228055,3.0,18.0,1,1
14.0,2.413231613081109,5.0,16.0,1,1
12.0,2.2512917986064953,4.0,4.0,1,2
12.0,2.413231613081109,3.0,12.0,1,1
12.0,2.5257286443082556,2.0,13.0,1,1
12.0,2.388762789235098,8.0,9.0,1,1
12.0,1.4469189829363254,6.0,6.0,1,1
12.0,1.6956156086751528,5.0,0.0,1,2
12.0,1.5789787049493917,7.0,5.0,1,2
9.0,1.9837562915454279,5.0,10.0,1,1
12.0,1.6582280766035324,2.0,12.0,1,2
12.0,1.1786549963416462,10.0,12.0,1,2
12.0,1.8325814637483102,12.0,12.0,1,1
12.0,1.791759469228055,6.0,13.0,1,2
12.0,0.62057648772511,9.0,7.0,1,1
12.0,0.8754687373538999,10.0,12.0,1,2
20.0,1.9401794743463283,12.0,12.0,1,2
14.0,1.9810014688665833,10.0,6.0,1,2
12.0,1.8870696490323797,6.0,6.0,1,1
13.0,1.5789787049493917,3.0,9.0,1,2
11.0,1.9401794743463283,5.0,7.0,1,1
16.0,2.1198634561787513,6.0,12.0,1,1
12.0,2.6490076604684267,18.0,17.0,1,1
14.0,2.5257286443082556,14.0,13.0,1,1
12.0,2.3135250330323798,12.0,12.0,2,1
8.0,1.791759469228055,1.0,10.0,1,1
13.0,1.8718021769015913,1.0,9.0,1,2
14.0,2.34660197841082,1.0,12.0,1,1
12.0,2.0149030205422647,4.0,11.0,1,2
15.0,2.3350522831315472,4.0,15.0,1,1
11.0,2.0794415416798357,2.0,8.0,1,2
11.0,1.5040773967762742,9.0,12.0,1,1
13.0,2.1400661634962708,0.0,10.0,1,1
16.0,1.9416152247724325,2.0,16.0,1,2
15.0,1.791759469228055,6.0,0.0,1,1
8.0,2.431857428698185,10.0,9.0,1,1
17.0,2.810606789427302,12.0,18.0,1,1
12.0,3.2188758248682006,12.0,12.0,1,1
12.0,1.8484548129046001,12.0,13.0,1,2
18.0,2.169053700369523,12.0,16.0,2,2
12.0,2.0149030205422647,12.0,12.0,2,1
16.0,2.8100049236252036,12.0,12.0,2,2
17.0,2.309560706730471,12.0,13.0,2,2
13.0,2.1972245773362196,10.0,5.0,2,1
14.0,0.10436001532424286,8.0,12.0,2,2
15.0,2.3997118037247684,10.0,12.0,2,2
18.0,2.1294214739848565,12.0,11.0,2,2
13.0,2.277267285009756,11.0,8.0,2,2
12.0,1.6544112780768316,12.0,12.0,2,1
14.0,1.791759469228055,12.0,13.0,2,2
8.0,1.4350845252893227,6.0,9.0,2,1
10.0,1.5085119938441398,6.0,8.0,2,1
16.0,2.7936160894318567,12.0,5.0,2,2
12.0,2.8622008809294686,17.0,16.0,1,1
16.0,2.547098670044448,18.0,4.0,1,1
9.0,1.4469189829363254,8.0,11.0,2,2
12.0,1.55814461804655,10.0,12.0,2,1
12.0,1.6582280766035324,9.0,9.0,2,2
12.0,2.0794415416798357,9.0,14.0,2,1
13.0,1.791759469228055,6.0,11.0,2,2
16.0,1.6094379124341003,6.0,12.0,2,2
17.0,2.7887081041196646,17.0,13.0,2,2
14.0,2.0068708488450007,9.0,11.0,2,2
12.0,1.8325814637483102,12.0,12.0,2,1
12.0,1.4469189829363254,12.0,8.0,2,2
9.0,1.4586150226995167,6.0,10.0,2,2
8.0,1.8718021769015913,0.0,10.0,2,1
14.0,2.3105532626432224,11.0,12.0,2,2
14.0,2.4595888418037104,11.0,10.0,2,2
12.0,2.064327903869788,11.0,10.0,2,2
12.0,1.425515074273172,12.0,12.0,2,1
11.0,1.965712776351493,12.0,0.0,2,1
12.0,1.8718021769015913,12.0,0.0,2,2
12.0,2.2762411176544437,10.0,10.0,2,2
12.0,1.9501867058225735,6.0,12.0,2,2
12.0,1.8961194845522977,12.0,12.0,2,1
12.0,2.551786178627545,10.0,6.0,2,1
12.0,1.55814461804655,8.0,8.0,2,2
12.0,1.297463147413275,8.0,7.0,2,1
9.0,2.0399207835175526,7.0,12.0,2,2
12.0,1.5040773967762742,8.0,8.0,2,2
12.0,1.5040773967762742,11.0,11.0,2,2
12.0,1.749199854809259,11.0,0.0,2,1
12.0,2.2512917986064953,16.0,12.0,2,1
13.0,2.4765384001174837,16.0,12.0,2,1
10.0,2.0412203288596382,7.0,5.0,2,2
12.0,2.1004689088719113,7.0,12.0,2,2
12.0,2.6748380668960965,12.0,12.0,2,1
12.0,2.485739636091892,6.0,12.0,2,2
12.0,1.9344157696295783,12.0,16.0,2,1
16.0,2.238579763018133,14.0,6.0,2,2
12.0,1.430311246536665,12.0,12.0,2,1
16.0,2.0794415416798357,12.0,12.0,2,2
16.0,2.514465452029545,12.0,8.0,2,1
17.0,2.5855058483441162,12.0,18.0,2,1
12.0,1.7047480922384253,10.0,0.0,2,1
12.0,1.7404661748405046,7.0,3.0,2,2
13.0,1.6094379124341003,7.0,12.0,2,1
12.0,2.157559320943788,12.0,12.0,2,2
16.0,3.067587710654419,12.0,13.0,2,1
15.0,1.8809906029559975,11.0,5.0,2,2
12.0,2.262804222982201,12.0,12.0,2,2
12.0,1.8718021769015913,12.0,10.0,2,1
12.0,1.9459101490553132,9.0,5.0,2,1
10.0,2.302585092994046,8.0,3.0,2,1
12.0,2.174751721484161,7.0,9.0,2,2
11.0,3.624340932976365,8.0,7.0,2,1
14.0,2.224623551524334,12.0,8.0,2,2
12.0,1.713797927758343,0.0,15.0,2,2
16.0,1.9459101490553132,7.0,12.0,2,2
12.0,1.5040773967762742,9.0,8.0,2,2
11.0,1.5830939370944985,9.0,12.0,2,1
18.0,2.4965057856313524,5.0,3.0,2,2
16.0,2.3580197998821464,5.0,12.0,2,1
9.0,1.62924053973028,4.0,12.0,1,2
9.0,1.6094379124341003,4.0,2.0,1,1
8.0,1.4011829736136412,4.0,4.0,1,1
12.0,1.6770965609079151,6.0,10.0,1,2
12.0,2.3813962734183356,8.0,2.0,1,1
12.0,2.3513752571634776,8.0,12.0,1,1
18.0,2.188295946591918,18.0,16.0,1,1
9.0,2.4423470353692043,7.0,12.0,2,1
16.0,2.8903717578961645,12.0,16.0,1,2
11.0,1.7316555451583497,9.0,4.0,2,2
12.0,1.62924053973028,9.0,12.0,2,2
13.0,0.9360933591703348,8.0,12.0,2,1
12.0,1.5432981099295553,8.0,12.0,2,2
12.0,0.6931471805599453,2.0,13.0,1,2
12.0,1.4469189829363254,2.0,15.0,1,2
14.0,2.4379897300002487,8.0,17.0,2,2
12.0,1.6094379124341003,4.0,12.0,1,1
12.0,2.0681277817795625,3.0,3.0,1,2
13.0,1.5260563034950492,8.0,12.0,1,1
14.0,1.824549292051046,12.0,15.0,1,1
17.0,2.302585092994046,15.0,6.0,1,2
16.0,2.4449523342809676,16.0,14.0,1,1
14.0,1.776645831418007,12.0,9.0,1,1
11.0,0.6626879730752367,1.0,9.0,1,2
12.0,2.0794415416798357,2.0,10.0,1,1
15.0,1.9947003132247452,8.0,14.0,1,2
12.0,1.673351238177753,12.0,12.0,1,1
12.0,1.791759469228055,6.0,14.0,1,1
12.0,2.122261538862764,7.0,12.0,1,1
16.0,2.768204123921957,3.0,13.0,1,1
16.0,3.068052935133617,3.0,7.0,1,2
12.0,2.244955980157409,5.0,7.0,1,1
12.0,1.6937790608678513,12.0,15.0,1,2
14.0,1.4469189829363254,3.0,12.0,1,1
12.0,1.4469189829363254,8.0,12.0,1,2
16.0,2.70805020110221,3.0,14.0,1,2
13.0,1.6639260977181702,2.0,14.0,1,2
12.0,2.6946271807700692,13.0,12.0,1,1
20.0,2.401525040848949,12.0,12.0,1,2
12.0,1.9754689512968577,12.0,9.0,1,1
12.0,1.8718021769015913,14.0,7.0,1,1
13.0,2.0412203288596382,11.0,14.0,1,2
12.0,1.6193882432872684,12.0,14.0,1,1
12.0,1.55814461804655,12.0,12.0,1,2
12.0,2.302585092994046,9.0,10.0,1,1
13.0,2.017566137961748,8.0,12.0,1,2
20.0,2.543961412569315,13.0,16.0,1,2
12.0,1.7047480922384253,8.0,11.0,1,2
13.0,1.8325814637483102,14.0,16.0,1,2
13.0,2.6567569067146595,12.0,12.0,1,1
16.0,2.8853592160726205,13.0,12.0,1,2
12.0,2.403334996094189,8.0,14.0,1,2
12.0,1.6193882432872684,11.0,9.0,1,2
12.0,1.9286186519452522,11.0,11.0,1,1
15.0,2.372111155642656,6.0,12.0,1,2
15.0,1.9459101490553132,5.0,12.0,1,2
15.0,1.6789639750827108,6.0,12.0,1,2
13.0,2.234306252240751,5.0,15.0,1,1
12.0,1.6992786164338898,5.0,13.0,1,2
12.0,2.7212954278522306,6.0,10.0,1,1
16.0,2.5710843460290524,8.0,14.0,1,2
13.0,1.4469189829363254,6.0,12.0,1,2
12.0,1.6094379124341003,14.0,2.0,1,1
13.0,2.4655539212721855,12.0,7.0,2,2
12.0,2.750470916986162,0.0,14.0,1,1
12.0,2.4203681286504293,0.0,12.0,1,1
12.0,2.70805020110221,6.0,5.0,1,2
12.0,1.9851308622085946,10.0,12.0,2,1
12.0,1.6582280766035324,8.0,13.0,2,1
13.0,2.169053700369523,14.0,1.0,2,2
12.0,1.8718021769015913,14.0,14.0,2,1
12.0,2.0399207835175526,11.0,12.0,2,1
15.0,2.124653884501384,16.0,16.0,2,2
12.0,1.6582280766035324,12.0,12.0,2,1
12.0,2.7245795030534206,12.0,16.0,2,1
12.0,1.728109442151599,9.0,0.0,2,1
15.0,2.2965670206684825,11.0,16.0,2,1
12.0,1.2892326482767593,12.0,9.0,2,2
12.0,2.0149030205422647,10.0,11.0,2,1
12.0,1.8115620965242347,8.0,12.0,2,1
12.0,2.391511302188447,8.0,15.0,2,1
12.0,1.4469189829363254,12.0,12.0,2,1
12.0,2.0399207835175526,11.0,12.0,2,1
12.0,2.186051276738094,12.0,12.0,2,1
12.0,2.017566137961748,16.0,12.0,2,1
12.0,1.791759469228055,4.0,12.0,2,2
12.0,1.5040773967762742,5.0,12.0,2,2
16.0,1.6094379124341003,10.0,10.0,2,2
14.0,1.4469189829363254,11.0,12.0,2,2
12.0,1.4469189829363254,6.0,12.0,2,2
8.0,1.4469189829363254,6.0,12.0,2,2
12.0,1.4586150226995167,12.0,8.0,2,2
12.0,1.5040773967762742,8.0,12.0,2,1
8.0,1.425515074273172,0.0,10.0,2,2
14.0,1.4469189829363254,12.0,11.0,2,2
12.0,2.0844290831908747,5.0,6.0,2,1
13.0,2.288486168614544,8.0,14.0,2,1
12.0,1.4929040961781488,5.0,10.0,2,2
12.0,1.6582280766035324,4.0,8.0,2,1
9.0,1.7047480922384253,3.0,5.0,2,1
9.0,1.4469189829363254,9.0,10.0,2,2
11.0,2.4932054526026954,7.0,12.0,2,1
14.0,2.0794415416798357,7.0,5.0,2,2
12.0,2.4203681286504293,9.0,12.0,2,1
17.0,2.822568654544802,16.0,3.0,2,1
9.0,1.4469189829363254,3.0,10.0,2,2
13.0,2.0794415416798357,7.0,14.0,2,1
10.0,1.5260563034950492,5.0,10.0,2,2
12.0,1.9823798288367047,8.0,7.0,2,2
12.0,2.6210388241125804,9.0,12.0,2,1
15.0,2.1090003439213802,10.0,9.0,2,1
12.0,1.6094379124341003,6.0,11.0,2,1
14.0,2.1186622548331173,1.0,12.0,2,2
12.0,2.0149030205422647,1.0,6.0,2,1
15.0,1.8961194845522977,13.0,13.0,1,2
12.0,1.2296405510745139,14.0,12.0,1,2
11.0,1.599387576580599,6.0,10.0,2,2
12.0,1.6863989535702288,16.0,11.0,1,2
12.0,1.667706820558076,4.0,10.0,2,1
17.0,2.792391349535961,11.0,9.0,2,2
14.0,2.0014800002101243,8.0,2.0,2,1
12.0,2.302585092994046,12.0,16.0,2,1
12.0,2.578700529074361,0.0,12.0,1,2
12.0,2.2512917986064953,0.0,2.0,1,2
12.0,2.1016921506146558,12.0,12.0,2,1
13.0,2.2438960966453663,12.0,12.0,2,2
14.0,2.402430427963762,12.0,4.0,1,2
12.0,1.927164106234258,12.0,0.0,2,1
14.0,2.7485521444115397,12.0,9.0,1,2
12.0,2.281361456542419,10.0,8.0,1,1
13.0,2.1198634561787513,10.0,16.0,1,2
12.0,2.655352412101761,12.0,5.0,1,2
12.0,5.846872207124035,6.0,14.0,1,1
13.0,2.418588768750352,6.0,11.0,1,2
12.0,2.3580197998821464,10.0,12.0,2,2
12.0,2.4069451083182885,3.0,12.0,1,1
12.0,1.9242486522741338,9.0,12.0,1,2
11.0,2.833213344056216,8.0,16.0,1,1
8.0,2.169053700369523,6.0,11.0,1,1
14.0,2.432735777459091,5.0,9.0,1,2
13.0,2.4203681286504293,6.0,10.0,2,2
12.0,1.8196988379172965,0.0,0.0,1,1
12.0,2.4449523342809676,10.0,1.0,1,1
14.0,2.063058062429312,11.0,12.0,2,1
14.0,1.0647107369924282,11.0,0.0,2,1
16.0,2.2213750375685026,12.0,14.0,2,1
15.0,2.362739015813793,12.0,14.0,2,1
15.0,2.995732273553991,4.0,12.0,2,1
12.0,5.521460917862246,4.0,16.0,2,1
13.0,2.157559320943788,4.0,8.0,2,2
12.0,2.0399207835175526,12.0,12.0,2,1
14.0,2.5649493574615367,20.0,12.0,2,2
13.0,2.302585092994046,12.0,11.0,2,2
16.0,2.485739636091892,12.0,13.0,2,2
12.0,2.1972245773362196,12.0,15.0,2,1
13.0,2.668616131856803,0.0,0.0,2,2
